cards,deck_count
"['Staff of Domination', 'Circle of Dreams Druid']",18069
"['Glacial Chasm', 'Azusa, Lost but Seeking', 'Ramunap Excavator']",16238
"['Eternal Scourge', 'Food Chain']",14848
"['Umbral Mantle', 'Priest of Titania']",14567
"['Glacial Chasm', 'Exploration', 'Ramunap Excavator']",14417
"['Glacial Chasm', 'Azusa, Lost but Seeking', 'Crucible of Worlds']",14081
"['Staff of Domination', 'Selvala, Heart of the Wilds']",13442
"['Glacial Chasm', 'Exploration', 'Crucible of Worlds']",13224
"['Glacial Chasm', 'Dryad of the Ilysian Grove', 'Ramunap Excavator']",12529
"['Umbral Mantle', 'Marwyn, the Nurturer']",12432
"['Umbral Mantle', 'Elvish Archdruid']",12301
"['Glacial Chasm', 'Oracle of Mul Daya', 'Ramunap Excavator']",12127
"['Glacial Chasm', 'Azusa, Lost but Seeking', 'Conduit of Worlds']",11559
"['Azusa, Lost but Seeking', 'Glacial Chasm', 'Life from the Loam']",11503
"['Umbral Mantle', 'Circle of Dreams Druid']",11441
"['Cultivator Colossus', 'Abundance']",11298
"['Glacial Chasm', 'Dryad of the Ilysian Grove', 'Crucible of Worlds']",10964
"['The Great Henge', ""Ashnod's Altar""]",10683
"['Glacial Chasm', 'Oracle of Mul Daya', 'Crucible of Worlds']",10635
"['Basalt Monolith', 'Nyxbloom Ancient']",10530
"['Staff of Domination', 'Wirewood Channeler']",10516
"['Herd Baloth', 'Ivy Lane Denizen']",10456
"['Glacial Chasm', 'Exploration', 'Conduit of Worlds']",10253
"[""Maze's End"", 'Reshape the Earth']",9548
"['Umbral Mantle', 'Selvala, Heart of the Wilds']",9401
"['Glacial Chasm', 'Oracle of Mul Daya', 'Conduit of Worlds']",8866
"['Glacial Chasm', 'Dryad of the Ilysian Grove', 'Conduit of Worlds']",8808
"['Glacial Chasm', 'Zuran Orb', 'Ramunap Excavator']",8730
"['Ivy Lane Denizen', ""Ashnod's Altar""]",8192
"['Staff of Domination', ""Karametra's Acolyte""]",7319
"['The Great Henge', 'Phyrexian Altar']",7262
"['Sporemound', 'Life and Limb']",7192
"[""Maze's End"", 'Scapeshift']",6425
"['Kodama of the East Tree', 'Guildless Commons', 'Scute Swarm']",6341
"['Umbral Mantle', 'Wirewood Channeler']",6306
"['Kodama of the East Tree', 'Tireless Provisioner', 'Guildless Commons']",6252
"['Ashaya, Soul of the Wild', 'Quirion Ranger', 'Lightning Greaves']",6112
"['Ashaya, Soul of the Wild', 'Quirion Ranger', 'Selvala, Heart of the Wilds']",5910
"['Staff of Domination', 'Bloom Tender']",5908
"['The Great Henge', 'Altar of Dementia']",5800
"['Earthcraft', 'Squirrel Nest']",5705
"['Ashaya, Soul of the Wild', 'Scryb Ranger', 'Priest of Titania']",5546
"['Springheart Nantuko', 'Dryad Arbor', 'Tireless Provisioner', 'Lotus Cobra']",5479
"['Grim Monolith', 'Nyxbloom Ancient']",5435
"['Glacial Chasm', 'Wayward Swordtooth', 'Ramunap Excavator']",5401
"['Umbral Mantle', ""Karametra's Acolyte""]",5370
"['Kodama of the East Tree', 'Guildless Commons', 'Rampaging Baloths']",5188
"['Springheart Nantuko', 'Nissa, Who Shakes the World']",5087
"['Temur Sabertooth', 'Circle of Dreams Druid', 'Wirewood Symbiote', 'Llanowar Elves']",4916
"['Temur Sabertooth', 'Circle of Dreams Druid', 'Wirewood Symbiote', 'Elvish Mystic']",4864
"['Umbral Mantle', 'Llanowar Tribe']",4839
"['Staff of Domination', 'Kami of Whispered Hopes']",4805
"['Shifting Woodland', 'Aftermath Analyst', 'Lotus Cobra', 'Zuran Orb']",4747
"['Myr Galvanizer', 'Clock of Omens', 'Copper Myr']",4733
"['Glacial Chasm', 'Wayward Swordtooth', 'Crucible of Worlds']",4635
"['Shifting Woodland', 'Aftermath Analyst', 'Tireless Provisioner', 'Zuran Orb']",4430
"['Staff of Domination', 'Gyre Sage']",4290
"['Hyrax Tower Scout', 'Temur Sabertooth', 'Priest of Titania']",4266
"['Ashaya, Soul of the Wild', 'Argothian Elder']",4038
"['Umbral Mantle', 'Incubation Druid']",3917
"['Temur Sabertooth', 'Circle of Dreams Druid', 'Concordant Crossroads']",3902
"[""Maze's End"", 'Reshape the Earth', 'Amulet of Vigor']",3878
"['Temur Sabertooth', 'Selvala, Heart of the Wilds', 'Concordant Crossroads']",3853
"['Glacial Chasm', 'Wayward Swordtooth', 'Conduit of Worlds']",3850
"['Vigor', 'Hardened Scales', 'Walking Ballista']",3768
"['Kogla, the Titan Ape', 'Hyrax Tower Scout', 'Priest of Titania']",3647
"['Ashaya, Soul of the Wild', 'Scryb Ranger', ""Karametra's Acolyte""]",3644
"['Selvala, Heart of the Wilds', 'Temur Sabertooth', 'Wirewood Symbiote', 'Llanowar Elves']",3616
"['Umbral Mantle', 'Kami of Whispered Hopes']",3601
"[""Maze's End"", 'Scapeshift', 'Amulet of Vigor']",3589
"['Selvala, Heart of the Wilds', 'Temur Sabertooth', 'Wirewood Symbiote', 'Elvish Mystic']",3587
"['Shifting Woodland', 'Aftermath Analyst', 'Zuran Orb', 'Spelunking']",3485
"['Ivy Lane Denizen', 'Phyrexian Altar']",3450
"['Selvala, Heart of the Wilds', 'Temur Sabertooth', 'Wirewood Symbiote', 'Fyndhorn Elves']",3449
"['Perilous Forays', 'Scute Swarm', 'Lotus Cobra']",3392
"['Glacial Chasm', 'Azusa, Lost but Seeking', 'Walk-In Closet // Forgotten Cellar']",3391
"['Glacial Chasm', 'Exploration', 'Walk-In Closet // Forgotten Cellar']",3342
"['Sword of the Paruns', 'Priest of Titania']",3327
"['Seeker of Skybreak', ""Illusionist's Bracers""]",3320
"['Sporemound', 'Life and Limb', ""Ashnod's Altar""]",3272
"['Elvish Guidance', 'Arbor Elf', 'Staff of Domination']",3260
"['Selvala, Heart of the Wilds', 'Hyrax Tower Scout', 'Temur Sabertooth']",3258
"['Kodama of the East Tree', 'Tireless Tracker', 'Guildless Commons']",3216
"['Umbral Mantle', 'Fanatic of Rhonas']",3176
"['Nissa, Resurgent Animist', 'Dryad Arbor', 'Lotus Cobra', 'Springheart Nantuko']",3119
"['Sword of the Paruns', 'Elvish Archdruid']",3119
"['Temur Sabertooth', 'Circle of Dreams Druid', 'Wirewood Symbiote', 'Allosaurus Shepherd']",3117
"['Aluren', 'Cloudstone Curio']",3111
"['Perilous Forays', 'Scute Swarm', 'Tireless Provisioner']",3101
"['Vigor', 'Branching Evolution', 'Walking Ballista']",3079
"['Vigor', 'Kami of Whispered Hopes', 'Walking Ballista']",3068
"['Staff of Domination', 'Viridian Joiner']",3015
"[""Karametra's Acolyte"", 'Temur Sabertooth', 'Concordant Crossroads']",3002
"['Scurry Oak', 'Coat of Arms']",2985
"['Basalt Monolith', 'Forsaken Monument']",37984
"['Rings of Brighthearth', 'Basalt Monolith']",37873
"['Mystic Forge', ""Sensei's Divining Top"", 'Foundry Inspector']",31411
"['Mystic Forge', ""Sensei's Divining Top"", 'Cloud Key']",19113
"['Basalt Monolith', 'Rings of Brighthearth', ""Sensei's Divining Top""]",18695
"['Karn, the Great Creator', 'Mycosynth Lattice']",17379
"['Mystic Forge', ""Sensei's Divining Top"", ""Jhoira's Familiar""]",14776
"[""Sensei's Divining Top"", 'Mystic Forge', 'Ugin, the Ineffable']",14105
"['Scrap Trawler', 'Myr Retriever', 'Krark-Clan Ironworks', 'Sol Ring', 'Junk Diver']",10908
"['Scrap Trawler', 'Sculpting Steel', 'Krark-Clan Ironworks', 'Foundry Inspector']",8565
"['Glacial Chasm', 'Zuran Orb', 'Crucible of Worlds']",7812
"[""Sensei's Divining Top"", 'Mystic Forge', 'Semblance Anvil']",7742
"['Basalt Monolith', 'Mesmeric Orb']",7471
"['Karn, the Great Creator', 'Aetherflux Reservoir']",7444
"['Scrap Trawler', 'Sculpting Steel', ""Ashnod's Altar"", 'Foundry Inspector']",6995
"['Voltaic Key', 'Rings of Brighthearth', 'Everflowing Chalice']",6660
"[""Pariah's Shield"", 'Stuffy Doll']",6353
"['Staff of Domination', 'Metalworker']",6331
"[""Painter's Servant"", 'Grindstone']",6316
"['Glaring Fleshraker', ""Sensei's Divining Top"", 'Mystic Forge']",6234
"['Mystic Forge', ""Sensei's Divining Top"", 'Helm of Awakening']",6167
"['Myr Galvanizer', 'Clock of Omens', 'Palladium Myr']",5285
"['Nuka-Cola Vending Machine', 'Academy Manufactor', 'Krark-Clan Ironworks']",5051
"['Voltaic Key', 'Forsaken Monument', 'Rings of Brighthearth', 'Thran Dynamo']",4897
"['Cybermen Squadron', 'Blightsteel Colossus']",4846
"['Myr Galvanizer', 'Clock of Omens', 'Alloy Myr']",4811
"['Wurmcoil Engine', 'Nim Deathmantle', ""Ashnod's Altar""]",4252
"['Voltaic Key', 'Rings of Brighthearth', 'Metalworker']",4076
"['Realmbreaker, the Invasion Tree', 'Maskwood Nexus']",3897
"[""Sensei's Divining Top"", 'Mystic Forge', 'The Immortal Sun']",3774
"['Myr Galvanizer', 'Palladium Myr', 'Sculpting Steel']",3742
"['Rings of Brighthearth', 'Forsaken Monument', 'Grim Monolith']",3730
"['Myr Battlesphere', 'Nim Deathmantle', ""Ashnod's Altar""]",3694
"['Myr Welder', 'Staff of Domination', 'Sol Ring']",3685
"['Voltaic Key', 'Forsaken Monument', 'Rings of Brighthearth', 'Mana Vault']",3612
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Basalt Monolith']",3481
"[""Nevinyrral's Disk"", 'Darksteel Forge', 'Mycosynth Lattice', 'Unwinding Clock']",3135
"['Nuka-Cola Vending Machine', 'Academy Manufactor', 'Clock of Omens']",2989
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Thran Dynamo']",2874
"['Wurmcoil Engine', 'Nim Deathmantle', 'Krark-Clan Ironworks']",2838
"['Myr Battlesphere', 'Nim Deathmantle', 'Krark-Clan Ironworks']",2769
"['Krark-Clan Ironworks', 'Spine of Ish Sah', 'Foundry Inspector', 'Sculpting Steel']",2662
"['Marvin, Murderous Mimic', 'Pili-Pala']",2594
"['Clock of Omens', 'Staff of Domination', 'Basalt Monolith', 'Everflowing Chalice']",2506
"['Mirrorworks', 'Myr Retriever', 'Krark-Clan Ironworks']",2489
"['Myr Welder', 'Staff of Domination', 'Basalt Monolith']",2462
"[""Tarrian's Soulcleaver"", 'Animation Module', ""Ashnod's Altar""]",2371
"['Myr Welder', 'Staff of Domination', 'Palladium Myr']",2338
"['Metalworker', 'Voltaic Construct']",2263
"[""Sensei's Divining Top"", 'Echoes of Eternity', 'Foundry Inspector']",2193
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Mana Vault']",2165
"['Blightsteel Colossus', 'Blade of Selves']",2125
"['Karn, the Great Creator', 'Voltaic Construct', 'Basalt Monolith']",2103
"['Voltaic Key', 'Rings of Brighthearth', 'Chromatic Orrery']",2092
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Everflowing Chalice']",2087
"['Voltaic Construct', 'Thran Dynamo', 'Karn, the Great Creator']",1928
"['Transmutation Font', 'Academy Manufactor', 'Clock of Omens']",1911
"['Krark-Clan Ironworks', 'Mycosynth Golem', 'Junk Diver', 'Myr Retriever']",1908
"['Rings of Brighthearth', 'Deserted Temple', 'Scorched Ruins']",1834
"['Blade of the Bloodchief', 'Animation Module', ""Ashnod's Altar""]",1812
"['Voltaic Key', 'Forsaken Monument', 'Rings of Brighthearth', 'Dreamstone Hedron']",1805
"['Mirrorworks', ""Ashnod's Altar"", 'Myr Retriever']",1714
"['Glaring Fleshraker', 'Krark-Clan Ironworks', 'Myr Retriever', 'Scrap Trawler']",1629
"['Marvin, Murderous Mimic', 'Pili-Pala', 'Palladium Myr']",1617
"[""Sensei's Divining Top"", 'Echoes of Eternity', 'Cloud Key']",1534
"['Myr Welder', 'Staff of Domination', 'Thran Dynamo']",1525
"['Arcbound Crusher', 'Animation Module', ""Ashnod's Altar""]",1517
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Grim Monolith']",1513
"['Voltaic Construct', 'Thran Dynamo', 'Karn, Silver Golem']",1500
"['Hexavus', ""Ashnod's Altar""]",1453
"['Hexavus', ""Ashnod's Altar""]",1453
"['Syr Ginger, the Meal Ender', 'Animation Module', ""Ashnod's Altar""]",1435
"[""Sensei's Divining Top"", 'Echoes of Eternity', ""Jhoira's Familiar""]",1421
"['Nuka-Cola Vending Machine', 'Academy Manufactor', 'Grinding Station']",1410
"['Soulless Jailer', 'Knowledge Pool']",1360
"['Lightning Greaves', 'Crackdown Construct']",1322
"['Voltaic Construct', 'Mana Vault', 'Karn, the Great Creator']",1320
"['Myr Welder', 'Staff of Domination', 'Mana Vault']",1299
"[""Magistrate's Scepter"", 'Clock of Omens']",1235
"['Glaring Fleshraker', 'Krark-Clan Ironworks', 'Junk Diver', 'Myr Retriever']",1222
"['Doubling Cube', 'Voltaic Key', 'Rings of Brighthearth']",1211
"['Myr Retriever', 'Junk Diver', ""Ashnod's Altar"", 'Mycosynth Golem']",1184
"['Glaring Fleshraker', ""Ashnod's Altar"", 'Myr Retriever', 'Scrap Trawler']",1167
"['Clock of Omens', 'Staff of Domination', 'Grim Monolith', 'Everflowing Chalice']",1134
"['Myr Welder', 'Voltaic Construct', 'Basalt Monolith']",1107
"['Voltaic Construct', 'Thran Dynamo', 'Myr Welder']",1067
"['Syr Ginger, the Meal Ender', 'Animation Module', 'Krark-Clan Ironworks']",1063
"['Nuka-Cola Vending Machine', 'Academy Manufactor', 'Arcbound Ravager']",1051
"[""Sensei's Divining Top"", 'Echoes of Eternity', 'Semblance Anvil']",998
"['Glaring Fleshraker', ""Ashnod's Altar"", 'Junk Diver', 'Myr Retriever']",994
"['Myr Welder', 'Staff of Domination', 'Metalworker']",992
"['Spawnsire of Ulamog', ""Ashnod's Altar""]",963
"['Soulless Jailer', 'Omen Machine']",942
"['Staff of Domination', 'Clock of Omens', 'Sculpting Steel', 'Dreamstone Hedron']",940
"['Karn, the Great Creator', 'Voltaic Construct', 'Grim Monolith']",926
"['Blade of the Bloodchief', 'Animation Module', 'Phyrexian Altar']",891
"['Voltaic Construct', 'Mana Vault', 'Karn, Silver Golem']",835
"['Myr Welder', 'Staff of Domination', 'Grim Monolith']",832
"['Voltaic Construct', 'Gilded Lotus', 'Karn, the Great Creator']",828
"['Myr Welder', 'Staff of Domination', 'Hedron Archive']",822
"['Teferi, Time Raveler', 'Displacer Kitten', 'Sol Ring']",32277
"['The One Ring', 'Displacer Kitten', 'Teferi, Time Raveler']",21793
"['Teferi, Time Raveler', 'Displacer Kitten', 'Mox Opal']",18462
"['Approach of the Second Sun', 'Mystical Tutor']",17779
"['Approach of the Second Sun', 'Windfall']",15488
"['Teferi, Master of Time', 'Ichormoon Gauntlet', 'Oath of Teferi']",13230
"['Teferi, Time Raveler', 'Displacer Kitten', 'Mana Crypt']",12163
"['Teferi, Time Raveler', 'Displacer Kitten', 'Mox Amber']",10625
"['Brago, King Eternal', 'Strionic Resonator']",10082
"['Teferi, Who Slows the Sunset', 'The Chain Veil']",9046
"['Teferi, Master of Time', 'The Eternal Wanderer', 'Deepglow Skate']",6799
"['Approach of the Second Sun', ""Narset's Reversal""]",6502
"['Shorikai, Genesis Engine', 'Intruder Alarm']",5999
"['Peregrine Drake', 'Eldrazi Displacer']",5762
"['Stasis', 'Smothering Tithe']",5283
"['Preston, the Vanisher', 'Felidar Guardian', 'Ghostly Flicker']",4666
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Ephemerate']",4569
"[""Archon of Sun's Grace"", 'Enchanted Evening']",4521
"['Secret Arcade // Dusty Parlor', 'Gremlin Tamer']",4316
"['Brago, King Eternal', 'Archaeomancer', 'Cyclonic Rift']",4300
"['Officious Interrogation', 'Mechanized Production']",4280
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Cloudshift']",4177
"['Drogskol Reaver', 'Shabraz, the Skyshark']",4145
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Ghostly Flicker']",3885
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Momentary Blink']",3881
"[""Abdel Adrian, Gorion's Ward"", 'Cloudshift', 'Arcane Signet', 'Archaeomancer']",3780
"['Wedding Ring', 'Consecrated Sphinx']",3672
"['Preston, the Vanisher', 'Felidar Guardian', 'Momentary Blink']",3665
"['Lavinia, Azorius Renegade', 'Knowledge Pool']",3625
"['Teferi, Time Raveler', 'Displacer Kitten', 'Basalt Monolith']",3606
"['Solemnity', 'Decree of Silence']",3355
"['Urza, Lord Protector', ""Sensei's Divining Top"", 'Mystic Forge']",3327
"['Preston, the Vanisher', 'Felidar Guardian', 'Essence Flux']",3072
"['Approach of the Second Sun', 'Personal Tutor']",3062
"['Urza, Lord Protector', ""Sensei's Divining Top"", 'The Reality Chip']",2971
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Essence Flux']",2886
"['Felidar Guardian', 'Spark Double', 'Panharmonicon']",2872
"['Brago, King Eternal', 'Lithoform Engine', 'Sol Ring']",2849
"['Faerie Mastermind', 'Smothering Tithe', 'Mirrormade']",2780
"['Enchanted Evening', 'Aura Thief']",2778
"['The Fifth Doctor', 'Adric, Mathematical Genius']",2744
"['Ondu Spiritdancer', 'Enchanted Evening']",2694
"[""Abdel Adrian, Gorion's Ward"", 'Restoration Angel', 'Essence Flux']",2692
"[""Abdel Adrian, Gorion's Ward"", 'Deadeye Navigator']",2682
"['Faerie Mastermind', 'Smothering Tithe', 'Mondrak, Glory Dominus']",2668
"[""Abdel Adrian, Gorion's Ward"", 'Essence Flux', 'Arcane Signet', 'Archaeomancer']",2647
"[""Abdel Adrian, Gorion's Ward"", 'Felidar Guardian', 'Essence Flux']",2613
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Flicker of Fate']",2561
"['Urza, Prince of Kroog', 'Myr Battlesphere', 'Mechanized Production']",2518
"['Venser, Shaper Savant', 'Approach of the Second Sun']",2480
"['Intruder Alarm', 'Whitemane Lion']",2302
"['Teferi, Time Raveler', 'Knowledge Pool']",2163
"['Archetype of Imagination', 'Magus of the Moat']",2126
"['Felidar Guardian', 'Glasspool Mimic']",2114
"['Hylda of the Icy Crown', 'Opposition', ""Ashnod's Altar""]",2086
"['Glorious Protector', 'Felidar Guardian', 'Ghostly Flicker']",2054
"['Faerie Mastermind', 'Smothering Tithe', 'Training Grounds']",2039
"['Retreat to Coralhelm', 'Walking Atlas', 'Azorius Chancery']",1922
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Planar Incision']",1917
"['Lavinia, Azorius Renegade', 'Omen Machine']",1910
"['Energy Field', 'Rest in Peace']",1886
"['Felidar Guardian', 'Altar of the Brood', 'Spark Double']",1797
"['Ruin Ghost', 'Retreat to Coralhelm']",1789
"['Teferi, Master of Time', 'Deepglow Skate', 'Venser, the Sojourner']",1741
"['Felidar Guardian', 'Clever Impersonator']",1572
"['Approach of the Second Sun', 'Remand']",1551
"['Teferi, Who Slows the Sunset', 'The Peregrine Dynamo']",1529
"[""Ajani's Chosen"", 'Enchanted Evening']",1528
"['Soulherder', 'Archaeomancer', 'Time Warp']",1525
"['Urza, Prince of Kroog', 'Triplicate Titan', ""Ashnod's Altar""]",1458
"['Shorikai, Genesis Engine', 'Intruder Alarm', ""Ashnod's Altar""]",1426
"['Jace, Cunning Castaway', 'Ichormoon Gauntlet', 'Oath of Teferi']",1379
"['Brago, King Eternal', 'Archaeomancer', 'Time Warp']",1352
"['Enchanted Evening', 'Opalescence']",1331
"['Naru Meha, Master Wizard', 'Ephemerate']",1323
"['Transcendence', 'Fractured Identity']",1287
"['Teferi, Who Slows the Sunset', 'Lithoform Engine']",1279
"['Urza, Prince of Kroog', 'Phyrexian Triniform', ""Ashnod's Altar""]",1277
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', ""Justiciar's Portal""]",1217
"['Cephalid Illusionist', 'Nomads en-Kor']",1198
"['Urza, Prince of Kroog', 'Mondrak, Glory Dominus', 'Anointed Procession', ""Ashnod's Altar""]",1196
"['Preston, the Vanisher', 'Felidar Guardian', 'Displace']",1166
"['Cloud of Faeries', 'Archaeomancer', 'Ghostly Flicker', 'Elesh Norn, Mother of Machines']",1139
"['Azor, the Lawbringer', 'Soulherder']",1121
"[""Abdel Adrian, Gorion's Ward"", 'Archaeomancer', 'Slip On the Ring']",1120
"['Faerie Mastermind', 'Smothering Tithe', 'Copy Enchantment']",1113
"['Tameshi, Reality Architect', 'Patron of the Moon', 'Lotus Bloom']",1113
"['Web of Inertia', 'Rest in Peace']",1103
"['Faerie Mastermind', 'Smothering Tithe', 'Clever Impersonator']",1078
"['Mendicant Core, Guidelight', 'Urza, Lord High Artificer', 'Worldwalker Helm']",1070
"['Kwain, Itinerant Meddler', 'Mind Over Matter']",1054
"['Teferi, Time Raveler', 'Omen Machine']",1052
"['Freed from the Real', 'Vizier of Tumbling Sands', 'Azorius Chancery']",1049
"['Felidar Guardian', 'Altar of the Brood', 'Phyrexian Metamorph']",1043
"['Naru Meha, Master Wizard', 'Cloudshift']",1042
"['Teleportation Circle', 'Archaeomancer', 'Time Warp']",1012
"['Enchanted Evening', 'Ghostly Dancers']",1005
"['Wedding Ring', 'Psychic Possession']",1002
"['Eldrazi Displacer', 'Drowner of Hope', 'Anointed Procession']",990
"['Urza, Prince of Kroog', 'Myr Battlesphere', ""Ashnod's Altar""]",980
"['Demonic Consultation', ""Thassa's Oracle""]",103005
"['Tainted Pact', ""Thassa's Oracle""]",92089
"['Gravecrawler', 'Rooftop Storm', 'Carrion Feeder']",20255
"['Gravecrawler', 'Rooftop Storm', ""Ashnod's Altar""]",14982
"['Duskmantle Guildmage', 'Mindcrank']",14750
"['Gravecrawler', 'Rooftop Storm', 'Grimgrin, Corpse-Born']",12189
"['Duskmantle Guildmage', 'Maddening Cacophony']",11791
"['Demonic Consultation', 'Laboratory Maniac']",11126
"['Phenax, God of Deception', 'Consuming Aberration', 'Maddening Cacophony']",10005
"['Doomsday', ""Thassa's Oracle""]",9956
"['Tainted Pact', 'Laboratory Maniac']",8727
"['Acererak the Archlich', 'Rooftop Storm']",7754
"['Demonic Consultation', 'Jace, Wielder of Mysteries']",7497
"['Relentless Dead', 'Rooftop Storm', 'Phyrexian Altar']",7399
"['Wilhelt, the Rotcleaver', 'Poppet Stitcher', 'Carrion Feeder']",7374
"['Gravecrawler', 'Rooftop Storm', 'Altar of Dementia']",6084
"['Tainted Pact', 'Jace, Wielder of Mysteries']",5956
"['The Mindskinner', 'Syr Konrad, the Grim']",5734
"['Peer into the Abyss', ""Teferi's Ageless Insight""]",5686
"['Wilhelt, the Rotcleaver', 'Poppet Stitcher', ""Ashnod's Altar""]",5489
"['Thopter Assembly', 'Time Sieve']",5485
