name,saltiness,deck_count
Weathered Runestone,0.94,14041
Grim Tutor,0.94,128637
Stone Rain,0.94,4286
Ezio Auditore da Firenze,0.93,468
Repercussion,0.93,31756
Teferi's Realm,0.93,726
Raiding Party,0.93,76
"Liliana, Dreadhorde General",0.93,107896
"Nicol Bolas, the Ravager",0.93,14694
Vial Smasher the Fierce,0.93,14418
Scytheclaw,0.93,14477
Hydroblast,0.93,5773
Lay Claim,0.93,3049
Winter's Night,0.93,130
Smallpox,0.93,18490
Urza's Ruinous Blast,0.93,70547
Filter Out,0.93,42558
Profane Transfusion,0.92,13366
Manabond,0.92,4424
"Obeka, Splitter of Seconds",0.92,5039
Blasting Station,0.92,31206
Massacre Wurm,0.92,141792
Stranglehold,0.92,15855
Pithing Needle,0.92,18923
Waste Not,0.92,64460
Memoricide,0.92,293
New Perspectives,0.92,6392
Rise of the Dark Realms,0.92,107911
Words of Waste,0.92,5589
Staff of Domination,0.91,95761
Heroic Intervention,0.91,808908
Eldrazi Conscription,0.91,59428
Stoneshaker Shaman,0.91,7167
Wheel of Misfortune,0.91,99327
Ocelot Pride,0.91,54288
"Nicol Bolas, Dragon-God",0.91,27478
Control Magic,0.91,14457
Willbreaker,0.91,19140
Memory Theft,0.91,284
Demonic Torment,0.91,177
Vendilion Clique,0.91,13561
Blinding Flare,0.91,660
Insidious Dreams,0.91,5211
Claustrophobia,0.91,1644
Savannah,0.91,158523
Curse of Death's Hold,0.91,10000
Celestial Mantle,0.91,15682
_____ Goblin,0.91,8130
Eureka,0.91,1160
The Most Dangerous Gamer,0.91,706
Vorapede,0.91,6983
Last March of the Ents,0.91,104720
Maelstrom Wanderer,0.91,41197
"Isshin, Two Heavens as One",0.91,37243
Strict Proctor,0.91,8426
Equilibrium,0.91,6732
Toxic Deluge,0.91,526328
"Ghyrson Starn, Kelermorph",0.9,14585
Winds of Change,0.9,38107
"Tezzeret, Master of the Bridge",0.9,32293
"Rankle, Master of Pranks",0.9,76035
"Anowon, the Ruin Sage",0.9,23941
Wasteland,0.9,80292
Mass Manipulation,0.9,19270
Fraying Omnipotence,0.9,12416
Power Surge,0.9,5565
Sunken Hope,0.9,1090
Triarch Stalker,0.9,4351
Make Obsolete,0.9,3079
"Vivien, Arkbow Ranger",0.9,4342
Opportunistic Dragon,0.9,8752
Faerie Slumber Party,0.9,11586
Hollowsage,0.9,330
Necroskitter,0.9,17884
Deepchannel Mentor,0.9,7845
Epic Struggle,0.9,3752
Curse of Conformity,0.9,3078
Unnerve,0.9,5726
Camouflage,0.9,363
Juxtapose,0.9,530
Soul Conduit,0.9,5239
Withering Wisps,0.9,1093
Nostalgic Dreams,0.9,2947
Aether Vial,0.9,16234
Traumatize,0.9,31898
Wandering Archaic,0.9,87233
Gemstone Caverns,0.9,283457
Leyline of Anticipation,0.89,118925
Misdirection,0.89,54294
"Tatyova, Benthic Druid",0.89,159804
Windfall,0.89,360940
Render Silent,0.89,31125
Locust Miser,0.89,6948
Echoes of Eternity,0.89,41753
Apex Devastator,0.89,81427
Plagiarize,0.89,1253
"Tevesh Szat, Doom of Fools",0.89,33451
Inundate,0.89,4352
Lotus Petal,0.89,392939
Maze of Ith,0.89,160853
Farrelite Priest,0.89,81
Evaporate,0.89,45
Endless Whispers,0.89,5283
Biting Rain,0.89,3892
Battletide Alchemist,0.89,2321
"Jace, Memory Adept",0.89,16473
Bull Hippo,0.89,197
Collective Restraint,0.89,14251
Fading Hope,0.89,14120
Glaze Fiend,0.89,673
Yawgmoth's Agenda,0.89,367
Day's Undoing,0.89,18839
"Rukarumel, Biologist",0.89,4019
Phantasmal Mount,0.89,354
Quiet Speculation,0.89,4280
Hum of the Radix,0.89,843
Viral Spawning,0.89,2654
Power Artifact,0.89,8526
Floodwater Dam,0.89,58
Opaline Sliver,0.89,7223
Primeval Light,0.89,717
Mind Harness,0.89,1285
Loxodon Convert,0.89,134
Ancestral Statue,0.89,14451
Thousand-Year Storm,0.89,60987
Ethereal Absolution,0.89,9514
Efreet Flamepainter,0.89,3937
Swan Song,0.89,468946
Forsaken Monument,0.89,101484
Tooth and Nail,0.89,39832
Counterspell,0.89,1207237
Capsize,0.89,24369
The Chain Veil,0.88,44116
Dissipation Field,0.88,24449
"Ivy, Gleeful Spellthief",0.88,14261
"Feather, the Redeemed",0.88,10331
Earwig Squad,0.88,1661
Piracy,0.88,820
Sterling Grove,0.88,90852
Halls of Mist,0.88,1241
Hibernation,0.88,1435
Tsabo's Web,0.88,1390
Celestial Kirin,0.88,765
Jin-Gitaxias,0.88,38504
Settle the Wreckage,0.88,29749
Lifeforce,0.88,1693
Demolish,0.88,3708
Shu General,0.88,258
Shenanigans,0.88,7545
"King Macar, the Gold-Cursed",0.88,7678
Life Chisel,0.88,458
Citywide Bust,0.88,13473
"Torgaar, Famine Incarnate",0.88,6409
Flowstone Sculpture,0.88,96
Mwonvuli Acid-Moss,0.88,2473
Inquisitor's Snare,0.88,170
Verdant Touch,0.88,336
Pinnacle of Rage,0.88,83
Phantasmal Terrain,0.88,445
Dread Slaver,0.88,1608
Braingeyser,0.88,5340
Faith of the Devoted,0.88,12605
Stiltstrider,0.88,638
Scalelord Reckoner,0.88,17560
"Mazzy, Truesword Paladin",0.88,2496
Grimoire Thief,0.88,603
"Dovin, Architect of Law",0.88,2127
Wheel and Deal,0.88,17923
Misthollow Griffin,0.88,11365
Silverclad Ferocidons,0.88,24002
Flame Fusillade,0.88,7073
Preeminent Captain,0.88,9516
Saruman of Many Colors,0.88,2619
Adder-Staff Boggart,0.88,247
Thought Prison,0.88,665
Perish,0.88,741
Tectonic Hellion,0.88,1237
Molten Rain,0.88,2813
Winter's Grasp,0.88,937
Blood Clock,0.88,3169
Curse of Thirst,0.88,8289
Thoughtseize,0.87,22845
Sunfall,0.87,37602
Anarchy,0.87,488
Stormtide Leviathan,0.87,41063
Goblin Airbrusher,0.87,246
Karmic Justice,0.87,31039
"Morophon, the Boundless",0.87,52315
Memory Jar,0.87,15640
Mind's Dilation,0.87,39906
Hive Mind,0.87,11677
Tasha's Hideous Laughter,0.87,32017
Goldspan Dragon,0.87,171954
Enter the Infinite,0.87,22856
Pitiless Plunderer,0.87,230015
Telekinetic Sliver,0.87,3396
Primal Surge,0.87,12507
Psychic Theft,0.87,256
Coat of Arms,0.87,106512
Glowrider,0.86,5760
Ancient Silver Dragon,0.86,75162
Glaciers,0.86,114
Lodestone Golem,0.86,16458
Land Tax,0.86,174100
Extract,0.86,2337
Wound Reflection,0.86,48709
"Krark, the Thumbless",0.86,24812
Solitary Confinement,0.86,24750
Nevinyrral's Disk,0.86,65448
The Ozolith,0.86,201241
Thelon's Curse,0.86,49
"Zopandrel, Hunger Dominus",0.86,102370
Orcish Settlers,0.86,2167
"Tinybones, Trinket Thief",0.86,15236
"Mikaeus, the Unhallowed",0.86,77817
Vandalblast,0.86,441110
Containment Priest,0.86,25846
Gulf Squid,0.86,285
Intercessor's Arrest,0.86,2612
The Capitoline Triad,0.86,5771
"Ertai, Wizard Adept",0.86,1800
Dubious Challenge,0.86,383
Collective Nightmare,0.86,841
Mindleech Mass,0.86,11527
Standstill,0.86,5580
Farrel's Mantle,0.86,163
Scapeshift,0.86,66988
Shared Fate,0.85,3375
Crawlspace,0.85,63861
Karlov of the Ghost Council,0.85,20082
Exsanguinate,0.85,176511
"Teferi, Temporal Pilgrim",0.85,43219
Flusterstorm,0.85,202655
Supreme Verdict,0.85,173157
Chord of Calling,0.85,152448
"Vilis, Broker of Blood",0.85,93824
Reins of Power,0.85,27019
Solitude,0.85,46729
Forced Fruition,0.85,35871
Earthcraft,0.85,20944
Contagion Engine,0.85,54166
Slave of Bolas,0.85,5650
Rush of Dread,0.85,17957
"Selvala, Heart of the Wilds",0.85,145360
Major Teroh,0.85,567
Freed from the Real,0.85,57504
Spore Frog,0.84,78564
"Ghalta, Stampede Tyrant",0.84,81227
Cruel Ultimatum,0.84,19960
Song of the Dryads,0.84,61131
Sphinx's Decree,0.84,630
Captive Audience,0.84,14129
Archon of Valor's Reach,0.84,12368
Spellseeker,0.84,97384
Timestream Navigator,0.84,21820
Treasure Nabber,0.84,57699
Discourtesy Clerk,0.83,4974
Mystic Barrier,0.83,4605
"Silas Renn, Seeker Adept",0.83,6280
Biting Tether,0.83,362
Essence Sliver,0.83,9854
Harsh Judgment,0.83,116
Sakashima's Will,0.83,12326
Scandalmonger,0.83,304
Stitch in Time,0.83,18432
Ruthless Winnower,0.83,15351
Cruel Entertainment,0.83,4404
Mox Amber,0.83,247290
Pieces of the Puzzle,0.83,2012
Sanctifier en-Vec,0.83,4101
"Dovin, Hand of Control",0.83,11211
"Teferi, Who Slows the Sunset",0.83,27094
Rolling Spoil,0.83,123
"Ognis, the Dragon's Lash",0.83,6688
Sphere of Law,0.83,282
"Hapatra, Vizier of Poisons",0.83,5525
Bayou,0.83,165213
Mudhole,0.83,87
Rat Colony,0.83,21254
"Kudo, King Among Bears",0.83,5458
Beguiler of Wills,0.83,6412
Living Death,0.83,157520
Diabolic Intent,0.83,241652
Privileged Position,0.83,38516
Polluted Bonds,0.83,26187
"Kozilek, the Broken Reality",0.83,29562
Inexorable Tide,0.83,71992
Wilderness Reclamation,0.83,100956
Curse of the Cabal,0.83,4882
Dream Halls,0.83,5349
Tibalt's Trickery,0.83,144480
Reanimate,0.82,490056
"Heliod, Sun-Crowned",0.82,84365
Terminus,0.82,21540
Shifting Sliver,0.82,25487
Evacuation,0.82,56228
Notorious Throng,0.82,26985
Light of Day,0.82,869
"Ojer Axonil, Deepest Might",0.82,49272
Celestial Convergence,0.82,1631
Putrefaction,0.82,243
Necrodominance,0.82,15904
Mirkwood Bats,0.82,285617
"Etali, Primal Storm",0.82,251945
Ravnica at War,0.82,16149
Drain Power,0.82,2153
Arcane Signet,0.82,4183749
Blight,0.82,529
Greater Harvester,0.82,5500
Order of the Sacred Torch,0.82,1427
Slaughter,0.82,1410
Hatred,0.82,10936
Sunken Field,0.82,1276
"Greymond, Avacyn's Stalwart",0.82,17303
Fumarole,0.82,127
Cruel Tutor,0.82,8401
Costume Shop,0.82,2
"Zacama, Primal Calamity",0.82,61683
Liliana of the Veil,0.82,34482
Balefire Dragon,0.82,74104
"Gisela, Blade of Goldnight",0.82,83277
"Jhoira, Weatherlight Captain",0.81,75480
Council of the Absolute,0.81,575
Moment of Silence,0.81,1325
Devastation Tide,0.81,32358
Clock of Omens,0.81,52793
Debt of Loyalty,0.81,2230
Bane of Progress,0.81,69416
Chaos Moon,0.81,594
Calamity of the Titans,0.81,27264
Ancient Brass Dragon,0.81,66307
"Uro, Titan of Nature's Wrath",0.81,62989
Ulamog's Dreadsire,0.81,19895
Supreme Inquisitor,0.81,883
Kindred Dominance,0.81,114041
Treasonous Ogre,0.81,40362
Nightmare Incursion,0.81,846
"Ruric Thar, the Unbowed",0.81,18614
Lighthouse Chronologist,0.8,5364
Vigor,0.8,71896
Spellskite,0.8,94863
The Scarab God,0.8,43565
Godhead of Awe,0.8,1316
The Immortal Sun,0.8,45243
Austere Command,0.8,335517
Reverse the Sands,0.8,3891
Galadriel's Dismissal,0.8,50130
Rain of Rust,0.8,132
"Muxus, Goblin Grandee",0.8,22498
Skybind,0.8,5598
Ruham Djinn,0.8,10
Mind Rake,0.8,11873
Bulwark,0.8,471
Earnest Fellowship,0.8,1368
Wood Elemental,0.8,112
Trait Doctoring,0.8,4762
Notorious Assassin,0.8,654
Disruption Protocol,0.8,16994
Replenish,0.8,25809
Storybook Ride,0.8,17
Coming Attraction,0.8,3180
Psychic Pickpocket,0.8,979
Knowledge Exploitation,0.8,6325
Emissary of Hope,0.8,273
Dread Charge,0.8,123
Trial // Error,0.8,375
Cloud Cover,0.8,1560
Martyr's Cry,0.8,158
Corrupted Conscience,0.8,21476
Coalition Honor Guard,0.8,371
Curse of Echoes,0.8,8260
Nature's Ruin,0.8,362
Keldon Arsonist,0.8,202
Khalni Hydra,0.8,4171
Magnetic Flux,0.8,242
Arcum's Whistle,0.8,199
Blot Out the Sky,0.8,10522
Grinning Ignus,0.8,13168
Hurkyl's Recall,0.8,8155
Niblis of Frost,0.8,15441
Phyrexian Negator,0.8,7967
Ichor Rats,0.8,39574
Breath of Fury,0.8,16542
Void,0.8,751
Mungha Wurm,0.8,77
Sword of Light and Shadow,0.8,43189
One with the Multiverse,0.8,52535
"Gonti, Canny Acquisitor",0.8,2748
Out of Time,0.79,19903
All Will Be One,0.79,71684
Revelation,0.79,867
"Liesa, Forgotten Archangel",0.79,49967
Peacekeeper,0.79,3276
"Yasharn, Implacable Earth",0.79,27361
"Boseiju, Who Endures",0.79,508496
Aetherize,0.79,173081
Candelabra of Tawnos,0.79,4662
Fiery Emancipation,0.79,102966
"Teferi, Temporal Archmage",0.79,28869
Charismatic Conqueror,0.79,81883
Final Judgment,0.79,1602
Dragonlord Dromoka,0.79,42932
Nature's Revolt,0.79,5663
Elemental Augury,0.79,237
Champions of Minas Tirith,0.79,21533
March of the Machines,0.79,4431
Discontinuity,0.79,7798
Enchanted Evening,0.79,12122
Prince of Thralls,0.79,3897
Summoner's Pact,0.78,30626
Satoru Umezawa,0.78,19171
Mind's Desire,0.78,30693
Last Chance,0.78,20993
Dovin's Veto,0.78,229645
Shepherd of Rot,0.78,20712
Everlasting Torment,0.78,5104
Mechanized Production,0.78,83045
Crucible of Worlds,0.78,142237
Shivan Harvest,0.78,1789
Harvest Pyre,0.78,1479
Heaven // Earth,0.78,4688
"Illuna, Apex of Wishes",0.78,7764
Extinction Event,0.78,8240
Tunnel Vision,0.78,2916
Waves of Aggression,0.78,8237
"Ramses, Assassin Lord",0.78,16354
Keeper of Keys,0.78,7050
Spiteful Blow,0.78,211
Kukemssa Pirates,0.78,1170
Banshee of the Dread Choir,0.78,6295
Ojutai's Breath,0.78,1009
Season of the Witch,0.78,1160
Righteous Authority,0.78,8380
Ancient Imperiosaur,0.78,15693
Hythonia the Cruel,0.78,2118
Shaman en-Kor,0.78,1498
Skyshroud Poacher,0.78,3202
Dwarven Landslide,0.78,265
Festering Newt,0.78,971
Serene Offering,0.78,473
Geralf's Messenger,0.78,10845
Traitorous Blood,0.78,6603
Faithbound Judge,0.78,8151
Sovereigns of Lost Alara,0.78,8629
Norwood Priestess,0.78,1144
Enigmatic Incarnation,0.78,1079
Ashcoat of the Shadow Swarm,0.78,15157
Raging Battle Mouse,0.78,4844
City in a Bottle,0.78,134
Detritivore,0.78,3838
Bedlam,0.78,12894
Hardy Outlander,0.78,4524
Abduction,0.78,1590
"Kunoros, Hound of Athreos",0.78,11146
Archive Trap,0.78,13369
Martial Law,0.78,1674
Hidden Path,0.78,647
Soul Ransom,0.78,1505
Mortal Wound,0.78,371
Vein Ripper,0.78,36545
Lullmage's Domination,0.78,1738
"Jace, the Mind Sculptor",0.78,33001
Scrubland,0.78,178475
The Wise Mothman,0.77,5452
Blinding Angel,0.77,4749
Angel's Grace,0.77,48951
Shadowspear,0.77,197165
Volcanic Island,0.77,180107
"Solphim, Mayhem Dominus",0.77,106666
Narset's Reversal,0.77,96773
The Locust God,0.77,61460
Lord of the Void,0.77,31311
Mental Misstep,0.77,168724
Sadistic Hypnotist,0.77,8083
Scroll Rack,0.77,79589
Flood of Tears,0.77,29951
Altar of the Brood,0.77,68230
Waterspout Djinn,0.77,38
"Ertai, the Corrupted",0.77,1301
Drop of Honey,0.77,499
Putrefax,0.77,4241
Circle of Protection: Green,0.77,1026
Go Blank,0.77,4420
Island Sanctuary,0.77,7098
"Barrin, Master Wizard",0.77,4898
Fortune Teller,0.77,4
Scourge of the Skyclaves,0.77,6208
Motion Sickness,0.77,756
City on Fire,0.77,115108
Jester's Cap,0.77,3428
Vedalken Orrery,0.77,68939
Echo of Eons,0.77,40180
Vexing Bauble,0.77,37489
Villainous Wealth,0.77,51200
Urabrask the Hidden,0.76,65379
Arena Rector,0.76,11966
Merciless Eviction,0.76,50315
Sanctum of All,0.76,17252
"Aragorn, the Uniter",0.76,16219
Flare of Fortitude,0.76,70843
Inkshield,0.76,79443
False Peace,0.76,353
"Athreos, God of Passage",0.76,33407
Kaervek the Merciless,0.76,35653
Elesh Norn,0.76,33923
Blood Sun,0.76,2906
Glen Elendra Archmage,0.76,67083
Tishana's Tidebinder,0.76,37535
Tyrranax Rex,0.76,45730
Simic Ascendancy,0.76,72384
Sylvan Tutor,0.76,30983
"Aurelia, the Warleader",0.76,94753
Yawning Fissure,0.76,146
Captivating Vampire,0.76,39814
"Nissa, Who Shakes the World",0.76,71532
Dark Depths,0.76,67738
Vryn Wingmare,0.76,15347
"Azusa, Lost but Seeking",0.76,203219
Darksteel Colossus,0.76,27020
"Azlask, the Swelling Scourge",0.76,5466
Transmute Artifact,0.75,29850
Entomb,0.75,213700
Mother of Runes,0.75,164588
Armed Response,0.75,255
Awaken the Erstwhile,0.75,10255
Chittering Rats,0.75,2240
Minimus Containment,0.75,14420
Bone Dancer,0.75,744
Malicious Advice,0.75,75
Memory Drain,0.75,2728
Grand Melee,0.75,3759
Vampire Nocturnus,0.75,11018
"Inalla, Archmage Ritualist",0.75,372
Structural Assault,0.75,5614
Phyrexian Devourer,0.75,3709
"Obuun, Mul Daya Ancestor",0.75,3913
Ice Cauldron,0.75,521
Dodecapod,0.75,215
Shatter the Sky,0.75,9009
Ancient Grudge,0.75,13589
Prison Term,0.75,5573
Experimental Frenzy,0.75,4990
Empyrial Archangel,0.75,1140
Stunning Reversal,0.75,5868
Telemin Performance,0.75,2163
Myr Matrix,0.75,9079
Wary Okapi,0.75,62
Pooling Venom,0.75,361
The Howling Abomination,0.75,1136
Rangers of Ithilien,0.75,3832
Elrond of the White Council,0.75,9655
Beck // Call,0.75,2295
Hellish Rebuke,0.75,15939
"Kaya, Ghost Assassin",0.75,4248
Roiling Terrain,0.75,2053
Viscerid Drone,0.75,116
"Pako, Arcane Retriever",0.75,2643
Poultice Sliver,0.75,1397
Mana Skimmer,0.75,81
Lineprancers,0.75,696
Intellectual Offering,0.75,10854
Lullmage Mentor,0.75,11108
Conspiracy,0.75,18489
Scuttling Sliver,0.75,2086
Reflex Sliver,0.75,3771
Stasis Field,0.75,6864
Enslave,0.75,2753
Touchstone,0.75,119
Hall Monitor,0.75,2250
Ferris Wheel,0.75,12
Betrayal,0.75,4596
Blightning,0.75,2605
Puca's Mischief,0.75,8609
"Tatsumasa, the Dragon's Fang",0.75,2043
Looming Altisaur,0.75,1998
Dead Weight,0.75,4024
Swans of Bryn Argoll,0.75,2930
Wall of Blood,0.75,14286
Snake Cult Initiation,0.75,1367
Faunsbane Troll,0.75,329
Ravaging Horde,0.75,100
Synod Artificer,0.75,745
Sphere of Annihilation,0.75,1492
Darksteel Reactor,0.75,10477
Teferi's Veil,0.75,6979
Tide of War,0.75,3721
Mistform Sliver,0.75,465
Frenzy Sliver,0.75,1538
Triskaidekaphobia,0.75,6773
Abolish,0.75,4430
Walking Desecration,0.75,171
Diabolic Revelation,0.75,7931
Angel's Tomb,0.75,830
Task Mage Assembly,0.75,278
The Infamous Cruelclaw,0.75,7945
Lychguard,0.75,4288
Dromar's Charm,0.75,4108
Crack the Earth,0.75,1603
Fog Patch,0.75,1167
Harmonious Archon,0.75,6262
Catacomb Crocodile,0.75,344
Canal Courier,0.75,673
Tiamat,0.75,27675
Lifeline,0.75,4330
Serenity,0.75,401
Confounding Conundrum,0.75,13266
Dark Inquiry,0.75,480
Taunting Sliver,0.75,9704
Black Market Connections,0.75,324815
Grinding Station,0.75,35217
Urza's Sylex,0.75,4400
Vaultborn Tyrant,0.75,38855
Molten Psyche,0.75,28929
Diffusion Sliver,0.75,25342
"Imoti, Celebrant of Bounty",0.74,38941
"Veyran, Voice of Duality",0.74,65106
Obscuring Haze,0.74,55497
Goblin Recruiter,0.74,30194
Hedron Crab,0.74,40050
Moonhold,0.74,757
Silverback Elder,0.74,54491
Allosaurus Shepherd,0.74,62637
The Necrobloom,0.74,7908
"Tinybones, the Pickpocket",0.74,31708
Imperial Recruiter,0.74,155589
"Moraug, Fury of Akoum",0.74,72864
Storm-Kiln Artist,0.74,249826
Green Sun's Zenith,0.74,151254
Fable of the Mirror-Breaker,0.74,62462
Oubliette,0.74,27724
Marrow-Gnawer,0.74,22061
Ambassador Blorpityblorpboop,0.73,300
"Sam, Loyal Attendant",0.73,18170
Conjured Currency,0.73,2161
Mind Flayer,0.73,26890
Urborg Justice,0.73,766
Ghastlord of Fugue,0.73,1641
Mana Geyser,0.73,183125
Aetherspouts,0.73,39911
Tremble,0.73,2263
Mind Extraction,0.73,250
Kadena's Silencer,0.73,9924
Avatar of Will,0.73,266
Tormented Thoughts,0.73,734
Rootwater Matriarch,0.73,726
Enchanter's Bane,0.73,7096
Stonehoof Chieftain,0.73,21747
Blade Juggler,0.73,736
Fury Sliver,0.73,7981
Azor's Elocutors,0.73,10403
Bubble Matrix,0.73,1409
Chromescale Drake,0.73,718
Pair o' Dice Lost,0.73,7059
"Obosh, the Preypiercer",0.73,8057
"Lorcan, Warlock Collector",0.73,7814
Ekundu Cyclops,0.73,54
Sylvan Echoes,0.73,106
Tendrils of Agony,0.73,16213
"Okaun, Eye of Chaos",0.73,5179
Fight to the Death,0.73,4057
Triumph of Cruelty,0.73,446
Hymn to Tourach,0.73,8757
Transgress the Mind,0.73,514
"Loran, Disciple of History",0.73,5563
Seismic Mage,0.73,212
Wall of Glare,0.73,12268
Disruption Aura,0.73,91
Dwarven Trader,0.73,7847
Deny Existence,0.73,1296
Hand to Hand,0.73,202
Deathbringer Liege,0.73,9627
Young Wei Recruits,0.73,17
Heat Wave,0.73,206
Nicol Bolas,0.73,4998
Singe,0.73,74
Storm of Forms,0.73,3592
Subjugate the Hobbits,0.73,9638
Ugin's Nexus,0.73,14196
Ichormoon Gauntlet,0.73,43770
Cruelclaw's Heist,0.73,12538
Persistent Petitioners,0.72,7421
Phyresis Outbreak,0.72,36046
Phyrexian Revoker,0.72,27054
Dire Fleet Ravager,0.72,19148
Oath of Teferi,0.72,43169
Ancient Greenwarden,0.72,112932
Force of Despair,0.72,34786
Willow Satyr,0.72,544
Aura Thief,0.72,7332
Dystopia,0.72,649
Polymorphist's Jest,0.72,24481
Eldrazi Monument,0.72,69117
Shalai and Hallar,0.72,23902
Ugin's Labyrinth,0.72,23486
Liliana's Contract,0.72,28272
"Anzrag, the Quake-Mole",0.72,22872
Necrogen Rotpriest,0.72,16274
Underworld Dreams,0.72,70432
Lurrus of the Dream-Den,0.72,38691
Giver of Runes,0.72,61921
Oblivion Sower,0.72,52824
War Tax,0.72,3074
Ivory Mask,0.71,881
Volatile Stormdrake,0.71,41602
Putrid Goblin,0.71,18332
Ramosian Sky Marshal,0.71,522
"Jace, the Living Guildpact",0.71,2528
Spellshock,0.71,19115
Reign of Terror,0.71,75
The Phasing of Zhalfir,0.71,11967
Copy Artifact,0.71,23949
"Burakos, Party Leader",0.71,9177
Stensia Innkeeper,0.71,137
Lancer Sliver,0.71,4544
Last One Standing,0.71,11666
Artificer's Intuition,0.71,3866
"Aragorn, King of Gondor",0.71,25285
Hush,0.71,799
Breaking Wave,0.71,1192
Seer's Vision,0.71,1166
Urborg Lhurgoyf,0.71,6270
Overrule,0.71,1000
Iona's Blessing,0.71,1326
"Chimil, the Inner Sun",0.71,81348
Cityscape Leveler,0.71,38144
"Nissa, Resurgent Animist",0.71,45149
Painter's Servant,0.71,11940
"Adrix and Nev, Twincasters",0.71,67303
Kodama of the West Tree,0.71,107698
"Ramos, Dragon Engine",0.71,27357
Professor Onyx,0.71,39843
Cyber Conversion,0.71,23792
Crypt Ghast,0.71,144529
Disallow,0.71,50307
Laughing Jasper Flint,0.71,19390
Culling Ritual,0.71,136193
Staff of Compleation,0.71,68364
"Hogaak, Arisen Necropolis",0.71,6202
"Minsc & Boo, Timeless Heroes",0.7,24238
"Eladamri, Korvecdal",0.7,31135
"Omnath, Locus of Rage",0.7,59418
"Prossh, Skyraider of Kher",0.7,5568
"Lier, Disciple of the Drowned",0.7,38958
Sunscour,0.7,1113
Reprobation,0.7,19543
"Adeline, Resplendent Cathar",0.7,143009
An Offer You Can't Refuse,0.7,613365
Asceticism,0.7,77092
Amulet of Vigor,0.7,56532
Dwarven Miner,0.7,6964
Parallax Wave,0.7,5496
Sealed Fate,0.7,179
Winged Coatl,0.7,3334
Furnace Dragon,0.7,502
Westfold Rider,0.7,13510
Extractor Demon,0.7,3169
Dismal Failure,0.7,411
Cabal Slaver,0.7,537
Ratchet Bomb,0.7,4499
Knight Rampager,0.7,2447
"Megatron, Tyrant",0.7,2631
Xander's Pact,0.7,3795
Blazing Specter,0.7,1290
Mind Peel,0.7,165
"Nicol Bolas, the Deceiver",0.7,5493
Sentinel Totem,0.7,2783
"Sosuke, Son of Seshiro",0.7,3209
Solfatara,0.7,132
Isolation at Orthanc,0.7,1403
"Cyclonus, the Saboteur",0.7,4133
Chancellor of the Dross,0.7,2181
Mirror Universe,0.7,852
Slaughter Cry,0.7,193
Spinal Villain,0.7,225
Acolyte Hybrid,0.7,3886
Phyrexian Vindicator,0.7,31348
Aether Flash,0.7,7320
Second Chance,0.7,1322
Frenzied Fugue,0.7,2753
"Alhammarret, High Arbiter",0.7,1557
Demotion,0.7,3569
Root Sliver,0.7,14360
Ghost-Lit Warder,0.7,655
Unnatural Hunger,0.7,521
Ride the Avalanche,0.7,2719
Call to the Grave,0.7,6010
Invasion Plans,0.7,4967
"Angrath, Captain of Chaos",0.7,8524
All Hallow's Eve,0.7,929
Hair-Strung Koto,0.7,1096
Master Warcraft,0.7,21197
Pardic Miner,0.7,584
Sinkhole,0.7,1684
Emiel the Blessed,0.7,39798
Adventurers' Guildhouse,0.7,765
Empty City Ruse,0.7,222
Clever Concealment,0.7,99191
Buried Alive,0.7,169441
Vexilus Praetor,0.69,28128
